,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,track_name,age,album_name
29,0.502,0.534,0.18181818181818182,0.7583163116428363,1,0.0278,0.0399,0.0,0.0977,0.155,0.5859896486599484,299080,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),0.09668755595344673,Red
24,0.44,0.528,0.0,0.622993872191421,1,0.0317,0.0171,0.00203,0.234,0.132,0.917297406398224,329160,All Too Well (Taylor's Version),0.09668755595344673,Red
31,0.601,0.406,0.6363636363636364,0.3298803618325066,1,0.0275,0.622,9.19e-05,0.133,0.232,0.7157742600521892,284773,Sad Beautiful Tragic (Taylor's Version),0.09668755595344673,Red
32,0.686,0.571,0.36363636363636365,0.671943390720747,1,0.05,0.066,0.0,0.0608,0.538,0.6719108170061848,240467,The Lucky One (Taylor's Version),0.09668755595344673,Red
33,0.498,0.61,0.5454545454545454,0.8207615990662388,1,0.0363,0.271,0.0,0.223,0.474,0.5350547121664287,245427,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),0.09668755595344673,Red
34,0.628,0.685,0.36363636363636365,0.7648818208345491,1,0.0358,0.00324,0.0,0.18,0.605,0.7011951616856249,220413,Starlight (Taylor's Version),0.09668755595344673,Red
35,0.519,0.527,0.6363636363636364,0.6329150860811206,1,0.0274,0.075,0.0,0.132,0.267,0.5314396724478468,238867,Begin Again (Taylor's Version),0.09668755595344673,Red
36,0.636,0.402,0.6363636363636364,0.6196381674934345,1,0.031,0.0494,0.0,0.107,0.208,0.7009716996093017,285280,The Moment I Knew (Taylor's Version),0.09668755595344673,Red
37,0.46,0.632,0.36363636363636365,0.7526991537788154,1,0.0302,0.0158,0.0,0.0822,0.399,0.534795207819731,223333,Come Back...Be Here (Taylor's Version),0.09668755595344673,Red
38,0.691,0.736,0.45454545454545453,0.6839072074700905,1,0.0326,0.00955,1.88e-05,0.101,0.612,0.6978612516759656,220520,Girl At Home (Taylor's Version),0.09668755595344673,Red
39,0.445,0.131,0.6363636363636364,0.1875547125765976,1,0.0564,0.663,1.57e-06,0.108,0.101,1.0,321640,State Of Grace (Acoustic Version) (Taylor's Version),0.09668755595344673,Red
30,0.622,0.809,0.8181818181818182,0.7824627954479135,1,0.0638,0.0288,0.00218,0.109,0.511,0.8124936926026844,202960,Holy Ground (Taylor's Version),0.09668755595344673,Red
7,0.87,0.279,0.36363636363636365,0.3804347826086956,0,0.364,0.16,1.74e-05,0.121,0.16,0.5353358418753514,164801,Vigilante Shit,0.019695613249776187,Taylor Swift Album
6,0.751,0.502,0.6363636363636364,0.5523781733294427,1,0.162,0.226,0.0,0.297,0.112,0.639833196372706,210557,Question...?,0.019695613249776187,Taylor Swift Album
5,0.636,0.377,0.0,0.3376130726583017,1,0.0708,0.71,6.51e-05,0.115,0.23,0.7514813373124,174783,Midnight Rain,0.019695613249776187,Taylor Swift Album
1,0.658,0.378,0.6363636363636364,0.5871753720455208,1,0.0379,0.0593,0.0,0.0976,0.0382,0.6363911595519225,218271,Maroon,0.019695613249776187,Taylor Swift Album
3,0.659,0.323,0.8181818181818182,0.21330609862853803,1,0.0436,0.735,0.00321,0.116,0.154,0.6435022994968499,256124,Snow On The Beach (feat. Lana Del Rey),0.019695613249776187,Taylor Swift Album
2,0.638,0.634,0.36363636363636365,0.7125036475051064,1,0.0457,0.133,1.23e-06,0.152,0.519,0.5964527197497226,200690,Anti-Hero,0.019695613249776187,Taylor Swift Album
8,0.7,0.55,0.6363636363636364,0.5266267872775021,1,0.0653,0.0661,0.000102,0.091,0.412,0.8381161426120554,194166,Bejeweled,0.019695613249776187,Taylor Swift Album
4,0.694,0.38,0.18181818181818182,0.4407645170703239,1,0.0614,0.416,8.47e-06,0.126,0.376,0.6796779262719317,194207,"You're On Your Own, Kid",0.019695613249776187,Taylor Swift Album
9,0.487,0.313,0.0,0.0667493434490809,1,0.0487,0.791,0.348,0.124,0.141,0.6436176347620489,247962,Labyrinth,0.019695613249776187,Taylor Swift Album
14,0.422,0.235,0.5454545454545454,0.2896119054566677,1,0.0568,0.826,0.00648,0.115,0.068,0.844268558165016,218503,Bigger Than The Whole Sky,0.019695613249776187,Taylor Swift Album
11,0.334,0.161,0.0,0.10752845053983077,1,0.0506,0.967,4.71e-05,0.115,0.396,0.8840484119775673,188497,Sweet Nothing,0.019695613249776187,Taylor Swift Album
12,0.661,0.352,0.36363636363636365,0.16574263203968487,1,0.117,0.571,0.00147,0.0884,0.13,0.7009068235226275,191039,Mastermind,0.019695613249776187,Taylor Swift Album
13,0.573,0.741,0.45454545454545453,0.5370586518821127,1,0.0353,0.219,2.23e-05,0.0842,0.554,0.5930755590156136,240356,The Great War,0.019695613249776187,Taylor Swift Album
15,0.7,0.509,0.6363636363636364,0.42325649255908954,1,0.0789,0.112,3.27e-05,0.137,0.345,0.6468902729120712,196259,Paris,0.019695613249776187,Taylor Swift Album
16,0.646,0.529,0.9090909090909091,0.45010213014298217,1,0.0864,0.723,0.0,0.0885,0.755,0.5636866917520869,231475,High Infidelity,0.019695613249776187,Taylor Swift Album
17,0.675,0.466,1.0,0.4822731251823753,0,0.201,0.361,0.0,0.11,0.347,0.7547179331920477,148781,Glitch,0.019695613249776187,Taylor Swift Album
18,0.483,0.84,0.6363636363636364,0.7179019550627371,1,0.119,0.43,0.000575,0.146,0.55,0.816404278938339,260362,"Would've, Could've, Should've",0.019695613249776187,Taylor Swift Album
19,0.562,0.388,0.0,0.31084038517653934,1,0.0705,0.481,0.00145,0.117,0.159,0.6353567463921688,225194,Dear Reader,0.019695613249776187,Taylor Swift Album
10,0.649,0.622,0.7272727272727273,0.678071199299679,1,0.0582,0.074,0.0,0.594,0.106,0.5714790306070959,204852,Karma,0.019695613249776187,Taylor Swift Album
0,0.735,0.444,0.9090909090909091,0.42529909541873356,1,0.0684,0.204,0.0012,0.17,0.0984,0.5967590790479074,202396,Lavender Haze,0.019695613249776187,Taylor Swift Album
