,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,track_name,age,album_name
67,0.421,0.539,1.0,0.8875384137288078,0,0.274,0.779,0.0,0.111,0.523,0.5779396719394696,281519,Trust Issues,0.26346801346801346,d
71,0.555,0.88,1.0,0.9265909326335418,0,0.265,0.0678,0.0,0.0723,0.391,0.5705120277618506,205264,5 Am in Toronto,0.26346801346801346,d
73,0.549,0.495,0.5454545454545454,0.8804599288698596,0,0.133,0.603,7.26e-06,0.0979,0.385,0.5473409258697126,294651,My Side,0.26346801346801346,d
74,0.498,0.844,0.18181818181818182,0.9780739615344775,1,0.268,0.0111,0.0,0.102,0.282,0.5751589898104115,254022,Jodeci Freestyle (feat. J. Cole),0.26346801346801346,d
75,0.338,0.729,0.5454545454545454,0.8542867994889679,0,0.102,0.758,3.24e-05,0.18,0.543,0.9339456830097324,283816,Club Paradise,0.26346801346801346,d
76,0.508,0.748,0.09090909090909091,0.903387313973965,1,0.33,0.281,0.0,0.168,0.225,0.6200508917295318,252884,Free Spirit (feat. Rick Ross),0.26346801346801346,d
77,0.641,0.454,0.45454545454545453,0.7878181002037223,0,0.133,0.179,0.000116,0.065,0.302,0.5361882169531669,343455,Heat Of The Moment,0.26346801346801346,d
78,0.619,0.489,1.0,0.6874762611788268,0,0.46,0.782,0.0,0.106,0.328,0.7161080943333296,225012,Girls Love Beyoncé (feat. James Fauntleroy),0.26346801346801346,d
79,0.505,0.494,0.9090909090909091,0.7777701046234591,0,0.315,0.414,7.98e-05,0.105,0.141,0.8882405627321138,251240,Paris Morton Music,0.26346801346801346,d
80,0.643,0.178,0.36363636363636365,0.7803597942060012,0,0.0588,0.484,0.0108,0.122,0.0674,0.5624435525275351,189289,Can I,0.26346801346801346,d
72,0.477,0.501,1.0,0.7590207520458548,0,0.0398,0.706,5.61e-06,0.0953,0.689,0.5487050340839676,253562,I Get Lonely,0.26346801346801346,d
50,0.473,0.824,0.6363636363636364,0.9488622630434033,0,0.163,0.482,0.0,0.605,0.374,0.5356335795473709,222929,Deep Pockets,0.20601851851851852,c
51,0.41,0.82,0.09090909090909091,0.8408549428541833,1,0.533,0.252,0.0,0.538,0.526,0.8835186496827698,223124,When To Say When,0.20601851851851852,c
52,0.735,0.449,0.9090909090909091,0.8167190359448914,1,0.347,0.629,0.0,0.113,0.0397,0.7044944367619669,220488,Chicago Freestyle (feat. Giveon),0.20601851851851852,c
53,0.458,0.452,0.8181818181818182,0.7548427195193537,0,0.047,0.342,1.94e-05,0.0703,0.316,0.5672254263775056,269680,Not You Too (feat. Chris Brown),0.20601851851851852,c
54,0.83,0.49,0.09090909090909091,0.7713822036531888,0,0.209,0.289,3.04e-06,0.113,0.845,0.5495594754928964,247059,Toosie Slide,0.20601851851851852,c
55,0.812,0.506,0.45454545454545453,0.8098477262525466,0,0.116,0.281,0.0,0.325,0.554,0.7874164764785022,237946,Desires (with Future),0.20601851851851852,c
58,0.718,0.706,0.09090909090909091,0.8788025275370326,1,0.06,0.0128,0.0,0.352,0.815,0.8808428989548083,189176,D4L,0.20601851851851852,c
57,0.881,0.636,0.6363636363636364,0.9160940575256379,1,0.287,0.00606,0.0,0.111,0.715,0.858151483467683,152195,Landed,0.20601851851851852,c
59,0.825,0.373,0.45454545454545453,0.8849141949518318,0,0.108,0.163,0.0,0.368,0.12,0.5333213411732081,149078,Pain 1993 (with Playboi Carti),0.20601851851851852,c
60,0.551,0.57,0.09090909090909091,0.8209315976658265,0,0.351,0.28,0.0,0.424,0.505,0.5648607223027946,271184,Losses,0.20601851851851852,c
61,0.787,0.477,0.5454545454545454,0.8053244017817065,0,0.199,0.768,0.0,0.104,0.476,0.5454446655498967,234783,From Florida With Love,0.20601851851851852,c
62,0.543,0.766,0.0,0.9589793170125341,0,0.343,0.423,0.0,0.155,0.729,0.6442413272323219,204805,Demons (feat. Fivio Foreign & Sosa Geek),0.20601851851851852,c
63,0.749,0.792,0.9090909090909091,0.9325990124650393,0,0.0826,0.292,0.0,0.109,0.239,0.7836314509389486,180000,War,0.20601851851851852,c
56,0.864,0.477,0.9090909090909091,0.8761437795656228,1,0.224,0.201,0.0,0.182,0.5,0.5677575784830666,192932,Time Flies,0.20601851851851852,c
30,0.423,0.667,0.5454545454545454,0.833810987189669,0,0.326,0.758,0.0,0.246,0.496,0.5688181351441495,336511,Champagne Poetry,0.1029040404040404,Certified Lover Boy
31,0.701,0.741,0.18181818181818182,0.8633334484306482,1,0.313,0.112,0.0,0.699,0.588,0.7690647239367263,178623,Papi’s Home,0.1029040404040404,Certified Lover Boy
32,0.767,0.438,0.6363636363636364,0.7746279479299747,0,0.29,0.181,0.0,0.142,0.381,0.5696875667532351,221980,Girls Want Girls (with Lil Baby),0.1029040404040404,Certified Lover Boy
33,0.686,0.385,0.6363636363636364,0.787610925037119,0,0.297,0.614,0.0,0.131,0.147,0.7799063862000217,296568,In The Bible (with Lil Durk & Giveon),0.1029040404040404,Certified Lover Boy
34,0.73,0.576,0.18181818181818182,0.8880218224508822,1,0.287,0.354,3.59e-05,0.15,0.155,0.5890099347551538,228461,Love All (with JAY-Z),0.1029040404040404,Certified Lover Boy
35,0.666,0.465,0.09090909090909091,0.7808777321225097,1,0.26,0.0503,0.0,0.215,0.292,0.8730967130238606,291175,Fair Trade (with Travis Scott),0.1029040404040404,Certified Lover Boy
36,0.803,0.597,1.0,0.8675460101515832,0,0.141,0.000619,4.5e-06,0.323,0.331,0.7534411878234604,257605,Way 2 Sexy (with Future & Young Thug),0.1029040404040404,Certified Lover Boy
37,0.568,0.56,0.8181818181818182,0.7631297261834882,1,0.42,0.228,3.05e-06,0.39,0.246,0.7309971106389198,308756,TSU,0.1029040404040404,Certified Lover Boy
38,0.507,0.429,0.18181818181818182,0.8091571423638687,1,0.326,0.0518,0.0,0.109,0.0744,0.5847714556608616,273578,N 2 Deep,0.1029040404040404,Certified Lover Boy
39,0.518,0.69,0.8181818181818182,0.8635751527916854,1,0.107,0.128,0.0,0.176,0.59,0.5354424544953735,205721,Pipe Down,0.1029040404040404,Certified Lover Boy
40,0.476,0.161,0.7272727272727273,0.6731466454887608,0,0.0407,0.967,0.0381,0.109,0.0908,0.6920038524814403,133763,Yebba’s Heartbreak,0.1029040404040404,Certified Lover Boy
41,0.84,0.744,0.09090909090909091,0.9118814958047029,1,0.113,0.0181,0.0,0.629,0.171,0.5575529997264288,204347,No Friends In The Industry,0.1029040404040404,Certified Lover Boy
42,0.849,0.424,0.45454545454545453,0.7451745450778634,0,0.324,0.0635,0.0,0.0834,0.153,0.7904632346603407,242966,Knife Talk (with 21 Savage ft. Project Pat),0.1029040404040404,Certified Lover Boy
43,0.724,0.531,0.45454545454545453,0.9340837678256967,0,0.298,0.225,0.0,0.11,0.141,0.5806528981678228,239635,7am On Bridle Path,0.1029040404040404,Certified Lover Boy
44,0.488,0.635,0.9090909090909091,0.8276647905804357,1,0.26,0.179,8.16e-06,0.156,0.783,0.8960879325141189,269884,Race My Mind,0.1029040404040404,Certified Lover Boy
45,0.843,0.485,0.9090909090909091,0.7743171851800699,0,0.195,0.181,0.0675,0.107,0.689,0.6186980261653944,192418,Fountains (with Tems),0.1029040404040404,Certified Lover Boy
46,0.32,0.466,0.7272727272727273,0.8421670522426712,1,0.0374,0.00645,0.0,0.133,0.338,0.9096578112059241,229304,Get Along Better,0.1029040404040404,Certified Lover Boy
47,0.519,0.851,0.6363636363636364,0.8687200027623355,1,0.29,0.118,0.0,0.178,0.711,0.7077772905962726,213104,You Only Live Twice (with Lil Wayne & Rick Ross),0.1029040404040404,Certified Lover Boy
48,0.59,0.493,0.6363636363636364,0.7753875902075205,0,0.0367,0.402,0.00504,0.129,0.0498,0.8059743442724319,252379,IMY2 (with Kid Cudi),0.1029040404040404,Certified Lover Boy
49,0.783,0.416,0.36363636363636365,0.736162425330617,0,0.135,0.213,0.0,0.103,0.165,0.5700548266570729,245131,F*****g Fans,0.1029040404040404,Certified Lover Boy
16,0.193,0.0218,0.0,0.0,0,0.0389,0.955,0.88,0.117,0.213,0.7140656795619863,36935,Intro,0.04250841750841751,b
17,0.718,0.758,0.9090909090909091,0.7896826767031526,1,0.0703,0.238,0.00653,0.11,0.349,0.6896616337069641,266179,Falling Back,0.04250841750841751,b
18,0.765,0.627,0.0,0.9168536998031837,1,0.0622,0.000916,0.195,0.0847,0.536,0.6896916141072774,308820,Texts Go Green,0.04250841750841751,b
19,0.883,0.283,0.0,0.6390318013880736,1,0.113,0.104,0.00167,0.0935,0.416,0.7009942250253897,157390,Currents,0.04250841750841751,b
20,0.6,0.482,0.09090909090909091,0.6755291599046994,1,0.0701,0.512,0.000104,0.115,0.323,0.7006044798213168,173097,A Keeper,0.04250841750841751,b
21,0.826,0.276,1.0,0.6882704326508063,0,0.266,0.62,8.53e-05,0.118,0.484,0.708384393702617,129965,Calling My Name,0.04250841750841751,b
27,0.775,0.688,0.36363636363636365,0.6991471288974828,0,0.0593,0.0176,0.0917,0.108,0.284,0.6935141151472225,336005,Tie That Binds,0.04250841750841751,b
23,0.499,0.671,0.36363636363636365,0.8420289354649356,0,0.0561,0.114,0.0169,0.148,0.0557,0.7121656716921312,336924,Massive,0.04250841750841751,b
24,0.593,0.41,0.2727272727272727,0.6237008390594249,0,0.0531,0.886,0.0993,0.115,0.201,0.703134076097751,254407,Flight's Booked,0.04250841750841751,b
25,0.502,0.645,0.18181818181818182,0.7095404164220849,0,0.122,0.444,0.00964,0.107,0.518,0.6549967958447165,202451,Overdrive,0.04250841750841751,b
26,0.718,0.319,0.2727272727272727,0.6870964400400539,1,0.0435,0.965,0.00036,0.0895,0.639,0.6559524211047028,250865,Down Hill,0.04250841750841751,b
28,0.557,0.706,0.0,0.8483132488519044,1,0.0649,0.268,0.0,0.132,0.582,0.6372858743596373,237933,Liability,0.04250841750841751,b
29,0.529,0.673,0.0,0.9132626635820587,1,0.175,0.000307,2.41e-06,0.093,0.366,0.8655416521449102,218365,Jimmy Cooks (feat. 21 Savage),0.04250841750841751,b
22,0.853,0.495,0.5454545454545454,0.5707675839922656,1,0.14,0.0917,0.000217,0.0844,0.0774,0.7572599413133663,243228,Sticky,0.04250841750841751,b
1,0.908,0.546,0.7272727272727273,0.7136839197541522,0,0.323,0.0127,0.0,0.0707,0.225,0.7347334180279641,170502,Major Distribution,0.013047138047138047,a
2,0.841,0.358,0.8181818181818182,0.7869893995373088,1,0.591,0.0201,0.0,0.39,0.329,0.8359097739852571,261544,On BS,0.013047138047138047,a
3,0.849,0.433,0.45454545454545453,0.7847104727046718,0,0.316,0.0407,0.0,0.388,0.395,0.7763087381624263,152962,BackOutsideBoyz,0.013047138047138047,a
4,0.934,0.614,0.45454545454545453,0.8209661268602604,1,0.198,0.00274,0.0,0.123,0.616,0.7835602474882045,160821,Privileged Rappers,0.013047138047138047,a
5,0.773,0.701,0.6363636363636364,0.8554262629052864,1,0.0512,0.01,0.0,0.163,0.203,0.7307872478367267,214589,Spin Bout U,0.013047138047138047,a
6,0.501,0.403,0.5454545454545454,0.6924484651773075,0,0.119,0.234,0.0,0.267,0.111,0.6872744443320179,399154,Hours In Silence,0.013047138047138047,a
7,0.746,0.517,0.9090909090909091,0.8141293463623493,0,0.327,0.0782,0.0,0.137,0.609,0.5772276374320288,180098,Treacherous Twins,0.013047138047138047,a
10,0.642,0.533,0.18181818181818182,0.8186872000276234,1,0.266,0.0104,0.000108,0.251,0.112,0.6936040563481624,225439,Broke Boys,0.013047138047138047,a
9,0.749,0.63,0.36363636363636365,0.8462414971858707,0,0.116,0.0623,0.0,0.353,0.445,0.7010579333760554,242027,Pussy & Millions (feat. Travis Scott),0.013047138047138047,a
11,0.466,0.703,0.36363636363636365,0.8765581298988295,0,0.393,0.18,0.0,0.422,0.25,0.5316124583553502,356389,Middle of the Ocean,0.013047138047138047,a
12,0.799,0.575,0.5454545454545454,0.8598805289872588,0,0.282,0.221,0.0,0.196,0.319,0.6148492922751752,137151,Jumbotron Shit Poppin,0.013047138047138047,a
13,0.704,0.504,0.09090909090909091,0.842892165325783,1,0.223,0.0405,0.000422,0.139,0.0713,0.5530559396794346,221406,More M’s,0.013047138047138047,a
14,0.475,0.692,0.09090909090909091,0.7884050965090984,1,0.398,0.0533,6.49e-06,0.18,0.241,0.9226768000419725,178329,3AM on Glenwood,0.013047138047138047,a
15,0.385,0.34,0.6363636363636364,0.6700735471841441,1,0.051,0.499,1.2e-05,0.196,0.0398,0.5583399852346528,263988,I Guess It’s Fuck Me,0.013047138047138047,a
8,0.734,0.605,0.09090909090909091,0.7832602465384482,1,0.0699,0.0102,0.0,0.317,0.252,0.6333996649690264,236795,Circo Loco,0.013047138047138047,a
0,0.561,0.52,1.0,0.7533579641586962,0,0.244,0.0503,1.86e-06,0.355,0.424,0.8176816905947737,239360,Rich Flex,0.013047138047138047,a
